codigo,descripcion,tipo,u_m,agrupacion,vr_unitario,iva_porcentaje,vr_neto,iva_descontable,excluye_iva,usuario_modificacion,fecha_modificacion
0,ACTIVIDAD A TODO COSTO,null - X,null - ,null - null,654.0,0,654.0,True,False,,2006-04-07
101,DPS PARA PROTECCION DE STRINGS,EQUIPO - E,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,,
102,MASCARA RESPIRAT. MEDIA CARA,ELEMEN. PROTECCION - P,UNIDAD - UND,029 - 029 - SG-SST,1.0,19,1.19,True,False,NOLYS ALEYDA ACOSTA MORALES,2025-07-21
103,MOTONIVELADORA/UND,MAQUINARIA - B,UNIDAD - UND,022 - 022 - MAQUINARIA Y EQUIPO,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
104,PUERTA TRIPLEX ENTAMBORADA 0.60-0.80 X 2.00 MTS (INCLUYE HOJA Y ACABADO),MATERIAL - M,UNIDAD - UND,019 - 019 - CARPINTERIA MADERA,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-21
105,"PUERTA TRIPLEX ENTAMBORADA 0.60-0.80 X 2.00 MTS (INCLUYE HOJA, MARCO Y ACABADO)",MATERIAL - M,UNIDAD - UND,019 - 019 - CARPINTERIA MADERA,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-21
106,"PUERTA TRIPLEX ENTAMBORADA 0.81-1,00 X 2.00 MTS (INCLUYE HOJA Y ACABADO)",MATERIAL - M,UNIDAD - UND,019 - 019 - CARPINTERIA MADERA,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-21
107,"PUERTA TRIPLEX ENTAMBORADA 0.81-1,00 X 2.00 MTS (INCLUYE HOJA, MARCO Y ACABADO)",MATERIAL - M,UNIDAD - UND,019 - 019 - CARPINTERIA MADERA,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
108,EXTRACTOR 1/10 HP. CAUDAL: 0.7 M3/S. REVOLUCIONES: 1700RPM. AMPERAJE: 1.3,MATERIAL - M,UNIDAD - UND,028 - 028 - EQUIPOS TECNOLOGICOS,1.0,19,1.19,True,False,MARIA PAULA BALLEN MANOSALVA,2025-07-29
109,ABRAZADERA 1 SALIDA DIAMETRO 180 MM.,MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,MARIA PAULA BALLEN MANOSALVA,2025-07-29
110,ABRAZADERA 1 SALIDA DIAMETRO 220 MM,MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
111,ABRAZADERA 2 SALIDAS DIAMETRO 240 MM.,MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
112,ABRAZADERA METALICA 1/2 PULG. CON TORNILLO,MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,MARIA PAULA BALLEN MANOSALVA,2026-06-03
113,"ABRAZADERA TIPO HORQUILLA 2""",MATERIAL - M,UNIDAD - UND,020 - 020 - FERRETERIA MENOR,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
114,ACCES POINT,EQUIPO - E,UNIDAD - UND,028 - 028 - EQUIPOS TECNOLOGICOS,1.0,0,1.0,True,False,,
115,"ACCESORIO PVC PRESION DE 1""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
116,"ACCESORIO PVC PRESION DE 1""-1/4",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
117,"ACCESORIO PVC PRESION DE 1/2""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
118,"ACCESORIO PVC PRESION DE 1/2"" (CAMARA DE AIRE DE 0,15M)",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
119,"ACCESORIO PVC PRESION DE 3/4""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
120,"ACCESORIO PVC PRESION DE 4""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
121,"ACCESORIO PVC PRESION EN 3""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
122,"ACCESORIO PVC SANITARIOS EN 2""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
123,"ACCESORIO PVC SANITARIOS EN 3""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
124,"ACCESORIO PVC SANITARIOS EN 4""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
125,"ACCESORIO PVC SANITARIOS EN 6""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
126,"ACCESORIO PVC-P BUJE 1""-1/2 A 1""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,3000.0,19,3570.0,True,False,HENRY DE JESUS TABORDA ZAPATA,2026-07-27
127,"ACCESORIO PVC-P BUJE 1""-1/2 A 1""-1/2",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1000.0,19,1190.0,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
128,"ACCESORIO PVC-P BUJE 1""-1/2 A 2""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
129,"ACCESORIO PVC-P BUJE 1""-1/4 X 1/2""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1333.0,19,1586.27,True,False,MARIA PAULA BALLEN MANOSALVA,2026-05-19
130,ACCESORIOS PARA SU ADECUADO FUNCIONAMIENTO DE TRABAJO,MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
131,"ACCESORIOS TUBERIA METALICA 1/2"" 3/4""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
132,ACEITE MOTOR 4 TIEMPOS,MATERIAL - M,UNIDAD - UND,020 - 020 - FERRETERIA MENOR,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
133,"ACERO 60.000 PSI, (420 MPA). PARA ESTRUCTURA EMBEBIDA.",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
134,"ACERO CORRUGADO 260 MPA 1/2""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
135,"ACERO CORRUGADO 420 MPA 1 1/2""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
136,"ACERO CORRUGADO 420 MPA 1 1/4""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
137,"ACERO CORRUGADO 420 MPA 1 1/8""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
138,"ACERO CORRUGADO 420 MPA 1""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
139,"ACERO CORRUGADO 420 MPA 1/2""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
140,"ACERO CORRUGADO 420 MPA 1/4""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
141,"ACERO CORRUGADO 420 MPA 3/8""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
142,"ACERO CORRUGADO 420 MPA 5/8""",MATERIAL - M,UNIDAD - UND,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
143,ACERO CORRUGADO DE 60000 PSI,MATERIAL - M,KILOGRAMO - KG,003 - 003 - ACEROS Y REFUERZOS METALICO,4008.92,0,4008.92,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-05-21
144,ACERO DE REFUERZO 60.000 PSI (420 MPA),MATERIAL - M,KILOGRAMO - KG,003 - 003 - ACEROS Y REFUERZOS METALICO,3830.63,0,3830.63,True,False,,
145,"ACERO ESTRUCTURAL [INCLUYE TUBERIA ESTRUCTURAL ASTM A-500, VIGAS HEA-IPE, PERFILES TIPO C, ANGULOS Y PLATINAS]",MATERIAL - M,KILOGRAMO - KG,003 - 003 - ACEROS Y REFUERZOS METALICO,1.0,0,1.0,True,False,,
146,ACETATO PARA CARETA DE ESMERILAR,ELEMEN. PROTECCION - P,UNIDAD - UND,029 - 029 - SG-SST,4478.0,19,5328.82,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
147,ACOMETIDA PROVISIONAL DE AGUA,SERVICIOS - Q,UNIDAD - UND,030 - 030 - SERVICIOS PUBLICOS,1.0,0,1.0,True,False,,
148,ACOMETIDA PROVISIONAL DE LUZ,SERVICIOS - Q,UNIDAD - UND,030 - 030 - SERVICIOS PUBLICOS,1.0,0,1.0,True,False,,
149,"ACOMETIDAS DESDE INVERSOR A CAJA DE AC EN CABLE 4X4+8 EN CORAZA AMERICANA DE 1 1/2"" Y ACCESORIOS",MATERIAL - M,METRO LINEAL - ML,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
150,ACRILTEX PINTUCO O SIMILAR,MATERIAL - M,GALON - GAL,017 - 017 - ACABADOS Y PINTURA,1.0,0,1.0,True,False,,
151,"ADAPT MACHO PRESION 4""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
152,ADAPT.HEMBRA 1/2 PULG PRESION PAVCO,MATERIAL - M,UNIDAD - UND,012 - 012 - INSTALACIONES HIDRAULICAS,500.0,0,500.0,True,False,,
153,ADAPT.MACHO 1/2 PULG PRESION PAVCO,MATERIAL - M,UNIDAD - UND,012 - 012 - INSTALACIONES HIDRAULICAS,363.04,0,363.04,True,False,,
154,"ADAPTA PVC 2""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
155,"ADAPTA PVC 3/4""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
156,ADAPTADOR 1 1/2 TERMINAL CONDUIT,MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",2781.13,19,3309.54,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
157,"ADAPTADOR 3/4"" CONDUIT SCH40",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
158,ADAPTADOR DE DOS PUESTOS,MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,HENRY DE JESUS TABORDA ZAPATA,2026-07-27
159,ADAPTADOR DE TIERRA PARA TERMINAL 2/0AWG,MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
160,ADAPTADOR DE UN PUESTO,MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
162,"ADAPTADOR EMT 3/4""",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
163,"ADAPTADOR HEMBRA DE 1/2"" PVC PRESION",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",378.99,19,451.0,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
164,"ADAPTADOR IMC 3/4""",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
165,ADAPTADOR MACHO 1/2 PVC PRESION,MATERIAL - M,UNIDAD - UND,012 - 012 - INSTALACIONES HIDRAULICAS,384.99,0,384.99,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-06-14
166,ADAPTADOR PORTA VISOR - ACETATO,ELEMEN. PROTECCION - P,UNIDAD - UND,029 - 029 - SG-SST,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
167,"ADAPTADOR PVC 3/4"" CONDUIT",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
168,"ADAPTADOR PVC LIMPIEZA SANITARIO 1 1/2""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
169,"ADAPTADOR PVC LIMPIEZA SANITARIO 2""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,0,1.0,True,False,,
170,"ADAPTADOR PVC LIMPIEZA SANITARIO 3""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,19,1.19,True,False,HENRY DE JESUS TABORDA ZAPATA,2026-07-31
171,"ADAPTADOR PVC LIMPIEZA SANITARIO 4""",MATERIAL - M,UNIDAD - UND,011 - 011 - GRIFERIA Y APARATOS HIDROSANITARIOS,1.0,0,1.0,True,False,,
172,"ADAPTADORES CORAZA 1""",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
173,"ADAPTADORES CORAZA 2""",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
174,"ADAPTADORES CORAZA 3/4""",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
175,"ADAPTADORES CORAZA 4""",MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
176,ADENDO DE ALTURAS,SERVICIOS - Q,UNIDAD - UND,031 - 031 - SERVICIOS MEDICOS,1.0,0,1.0,True,False,,
177,ADENDO DE ESPACIOS CONFINADOS,SERVICIOS - Q,UNIDAD - UND,031 - 031 - SERVICIOS MEDICOS,1.0,0,1.0,True,False,,
178,ADHESIVO ANTIHUMEDAD,MATERIAL - M,UNIDAD - UND,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,HENRY DE JESUS TABORDA ZAPATA,2026-07-27
179,ADHESIVO EPOXICO PARA ANCLAJES,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
180,ADITIVO ACELERANTE PARA CONCRETO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
181,ADITIVO ADHESIVO CONCRETO VIEJO A CONCRETO NUEVO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
182,ADITIVO ANTISOL BLANCO PARA CONCRETO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
183,ADITIVO ANTISOL ROJO PARA CONCRETO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,30124.09,19,35847.67,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
184,ADITIVO IMPERMEABILIZANTE PARA CONCRETO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,LUIS FERNANDO CAMPO ACOSTA,2025-11-04
185,ADITIVO PLASTIFICANTE PARA CONCRETO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
186,ADITIVO PLASTIFICANTE SIKA PLAST MO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
187,ADITIVO RETARDADOR DE FRAGUADO PARA CONCRETO,MATERIAL - M,KILOGRAMO - KG,001 - 001 - ADHESIVOS Y ADITIVOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
188,AGREGADO FINO,MATERIAL - M,METRO CUBICO - M3,002 - 002 - AGREGADOS PETREOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
189,AGREGADO GRUESO,MATERIAL - M,METRO CUBICO - M3,002 - 002 - AGREGADOS PETREOS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-07-29
190,AGUA,MATERIAL - M,METRO CUBICO - M3,033 - 033 - REPUESTOS E INSUMOS,1.0,0,1.0,True,False,,
191,AIRE ACONDICIONADO 12.000 BTU 110 V,EQUIPO - E,UNIDAD - UND,026 - 026 - EQUIPOS ESPECIALIZADOS,1.0,0,1.0,True,False,,
192,AIRE ACONDICIONADO 12.000 BTU 220 V,EQUIPO - E,UNIDAD - UND,026 - 026 - EQUIPOS ESPECIALIZADOS,1.0,0,1.0,True,False,,
193,AIRE ACONDICIONADO 24.000 BTU 110 V,EQUIPO - E,UNIDAD - UND,026 - 026 - EQUIPOS ESPECIALIZADOS,1.0,0,1.0,True,False,,
194,AIRE ACONDICIONADO 24.000 BTU 220 V,EQUIPO - E,UNIDAD - UND,026 - 026 - EQUIPOS ESPECIALIZADOS,1.0,0,1.0,True,False,,
195,AIRE ACONDICIONADO 36.000 BTU 110 V,EQUIPO - E,UNIDAD - UND,026 - 026 - EQUIPOS ESPECIALIZADOS,1.0,0,1.0,True,False,,
196,AIRE ACONDICIONADO 36.000 BTU 220 V,EQUIPO - E,UNIDAD - UND,026 - 026 - EQUIPOS ESPECIALIZADOS,1.0,0,1.0,True,False,,
197,"AISLADOR DE PORCELANA DE ESPIGO TIPO PIN 15 KV, ANSI 55-5",MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,24443.67,19,29087.97,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
198,"AISLADOR DE PORCELANA DE SUSPENSION DE 10"", ANSI 52-4, PASADOR Y HORQUILLA",MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
199,"AISLADOR DE PORCELANA DE SUSPENSION DE 6"", ANSI 52-1, PASADOR Y HORQUILLA",MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,32891.6,19,39141.0,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
200,AISLADOR POLIMERICO DE PIN ANSI 55-4,MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,25272.03,19,30073.72,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
201,"AISLADOR POLIMERICO DE SUSPENSION 15 KV, ANSI DS-15, CATALOGO PS015 GAMMA",MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
202,"AISLADOR TENSOR DE 4 1/4"", ANSI 54-2.",MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,5158.9,19,6139.09,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
203,"AISLADOR TENSOR DE 6 3/4"", ANSI 54-4",MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
204,AISLADOR TIPO CARRETE ANSI 53-2,MATERIAL - M,UNIDAD - UND,015 - 015 - REDES ELECTRICAS,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
207,ALAMBRE CALIBRE 12 GALVANIZADO,MATERIAL - M,METRO LINEAL - ML,020 - 020 - FERRETERIA MENOR,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
208,ALAMBRE DE COBRE AISLADO THHN NO. 10,MATERIAL - M,METRO LINEAL - ML,020 - 020 - FERRETERIA MENOR,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
209,ALAMBRE #12 X100 MTS DE COBRE AISLADO THHN NEGRO,MATERIAL - M,UNIDAD - UND,"014 - 014 - INSTALACIONES ELECTRICAS, VOZ Y DATOS",226457.57,0,226457.57,True,False,ALISON CAMILA BENAVIDES RIVERA,2026-07-05
210,ALAMBRE DE COBRE AISLADO THHN NO. 8 X 50MTS,MATERIAL - M,UNIDAD - UND,020 - 020 - FERRETERIA MENOR,355298.3,19,422804.98,True,False,MARIA PAULA BALLEN MANOSALVA,2026-05-20
211,ALAMBRE GALVANIZADO N° 12 AWG,MATERIAL - M,KILOGRAMO - KG,020 - 020 - FERRETERIA MENOR,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
212,ALAMBRE NEGRO,MATERIAL - M,KILOGRAMO - KG,020 - 020 - FERRETERIA MENOR,6091.01,19,7248.3,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
213,ALAMBRE NEGRO #18 RECOCIDO,MATERIAL - M,KILOGRAMO - KG,020 - 020 - FERRETERIA MENOR,5882.98,19,7000.75,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
214,ALAMBRE NEGRO CALIBRE 17,MATERIAL - M,KILOGRAMO - KG,020 - 020 - FERRETERIA MENOR,7481.72,19,8903.25,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
215,ALAMBRON 40 1/4 PULG LISO,MATERIAL - M,KILOGRAMO - KG,020 - 020 - FERRETERIA MENOR,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
216,ALAMBRON DE ALUMINIO 8MM,MATERIAL - M,KILOGRAMO - KG,020 - 020 - FERRETERIA MENOR,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-16
217,ALARMA SONORA DE EMERGENCIA,EQUIPO - E,UNIDAD - UND,029 - 029 - SG-SST,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
218,ALCOHOL ANTISEPTICO,CONSUMIBLES - C,MILILITRO - MLT,029 - 029 - SG-SST,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-15
219,ALCOHOLIMETRO,EQUIPO - E,UNIDAD - UND,029 - 029 - SG-SST,1.0,19,1.19,True,False,DIEGO ANDRES RODRIGUEZ RODRIGUEZ,2025-09-22
220,ALMACENISTA,NOMINA - N,UNIDAD - UND,024 - 024 - PERSONAL OPERATIVO,1.0,0,1.0,True,False,,
221,ALQUILER DE BODEGA,SUBCONTRATO - S,UNIDAD - UND,035 - 035 - ARRIENDOS,1.0,0,1.0,True,False,,
222,ALQUILER DE VIVIENDA,SUBCONTRATO - S,MES - MS,035 - 035 - ARRIENDOS,1.0,0,1.0,True,False,JAVIER ORLANDO SANABRIA JIMENEZ,2026-06-16
223,ALUMIMANTO 1 X 10 MTS - ROLLO,MATERIAL - M,METRO LINEAL - ML,010 - 010 - MAMPOSTERIA,1.0,0,1.0,True,False,,
